              2    1.19588e-07
              4    1.84145e-07
              8    2.71886e-07
             16    6.06625e-07
             32    1.62725e-06
             64    4.59394e-06
            128    1.65452e-05
            256    6.37589e-05
            512    0.000251073
           1024     0.00100507
           2048     0.00402146
           4096      0.0160159
           8192      0.0643471
          16384       0.256883

