              2     1.1406e-07
              4     1.6221e-07
              8    2.32529e-07
             16    3.53901e-07
             32    7.71945e-07
             64    1.40862e-06
            128    2.78239e-06
            256    6.52248e-06
            512    1.77162e-05
           1024     6.1895e-05
           2048    0.000199462
           4096    0.000597056
           8192     0.00214111
          16384      0.0084457
          32768      0.0299289
          65536       0.109018

