              2    1.16567e-07
              4    1.94289e-07
              8    3.45883e-07
             16    6.32366e-07
             32    1.31804e-06
             64     2.7563e-06
            128    7.08052e-06
            256    2.18196e-05
            512    7.60054e-05
           1024    0.000279258
           2048     0.00107137
           4096     0.00419115
           8192      0.0161919
          16384      0.0638759
          32768       0.257711
          65536        1.03215

