              2    9.11112e-08
              4    1.47448e-07
              8    2.05759e-07
             16    2.88679e-07
             32    5.67211e-07
             64    7.22146e-07
            128    1.01922e-06
            256    1.58177e-06
            512    2.79164e-06
           1024    4.86663e-06
           2048    9.14275e-06
           4096    1.69801e-05
           8192    3.27202e-05
          16384    6.43745e-05

