              2    9.97942e-08
              4    1.47519e-07
              8    3.05435e-07
             16    4.59622e-07
             32    1.18411e-06
             64     2.9588e-06
            128    9.43697e-06
            256     3.4124e-05
            512    0.000130442
           1024    0.000510705
           2048     0.00204989
           4096     0.00806315
           8192      0.0321684
          16384       0.128662
          32768        0.51394
          65536        2.05825

